date,region,product_category,fulfillment_center,units,gross_revenue
2025-03-13,Central,Electronics,CENTRAL_DC,39,4718.34
2025-03-13,Central,Electronics,WEST_DC,7,869.54
2025-03-13,Central,Electronics,EAST_DC,4,451.5
2025-03-13,Central,Home,CENTRAL_DC,27,1229.57
2025-03-13,Central,Home,WEST_DC,3,135.06
2025-03-13,Central,Home,EAST_DC,2,90.94
2025-03-13,Central,Apparel,CENTRAL_DC,24,653.84
2025-03-13,Central,Apparel,WEST_DC,8,249.16
2025-03-13,Central,Apparel,EAST_DC,1,31.11
2025-03-13,Central,Accessories,CENTRAL_DC,4,58.19
2025-03-14,West,Electronics,WEST_DC,24,3013.61
2025-03-14,West,Electronics,EAST_DC,3,360.82
2025-03-14,West,Electronics,CENTRAL_DC,7,832.71
2025-03-14,West,Home,WEST_DC,26,1208.16
2025-03-14,West,Home,EAST_DC,6,269.15
2025-03-14,West,Home,CENTRAL_DC,1,46.56
2025-03-14,West,Apparel,WEST_DC,31,916.43
2025-03-14,West,Apparel,EAST_DC,2,60.0
2025-03-14,West,Apparel,CENTRAL_DC,2,60.22
2025-03-14,West,Accessories,WEST_DC,3,44.95
2025-03-14,West,Accessories,CENTRAL_DC,1,15.45
2025-03-14,East,Electronics,EAST_DC,33,3915.12
2025-03-14,East,Electronics,WEST_DC,2,231.33
2025-03-14,East,Electronics,CENTRAL_DC,4,465.12
2025-03-14,East,Home,EAST_DC,26,1192.13
2025-03-14,East,Home,WEST_DC,5,221.0
2025-03-14,East,Home,CENTRAL_DC,4,183.7
2025-03-14,East,Apparel,EAST_DC,27,801.91
2025-03-14,East,Apparel,WEST_DC,5,144.13
2025-03-14,East,Apparel,CENTRAL_DC,3,93.79
2025-03-14,East,Accessories,EAST_DC,1,14.56
2025-03-14,Central,Electronics,CENTRAL_DC,20,2458.54
2025-03-14,Central,Electronics,WEST_DC,4,481.66
2025-03-14,Central,Electronics,EAST_DC,4,482.73
2025-03-14,Central,Home,CENTRAL_DC,23,1032.18
2025-03-14,Central,Home,WEST_DC,6,263.27
2025-03-14,Central,Home,EAST_DC,2,84.54
2025-03-14,Central,Apparel,CENTRAL_DC,23,705.72
2025-03-14,Central,Apparel,WEST_DC,10,312.44
2025-03-14,Central,Apparel,EAST_DC,5,153.45
2025-03-14,Central,Accessories,CENTRAL_DC,4,59.66
2025-03-14,Central,Accessories,WEST_DC,1,13.94
2025-03-15,West,Electronics,WEST_DC,25,3129.99
2025-03-15,West,Electronics,EAST_DC,6,693.18
2025-03-15,West,Electronics,CENTRAL_DC,3,385.89
2025-03-15,West,Home,WEST_DC,16,751.2
2025-03-15,West,Home,EAST_DC,2,84.96
2025-03-15,West,Home,CENTRAL_DC,2,91.51
2025-03-15,West,Apparel,WEST_DC,17,492.98
2025-03-15,West,Apparel,EAST_DC,2,61.33
2025-03-15,West,Apparel,CENTRAL_DC,2,58.81
2025-03-15,West,Accessories,WEST_DC,2,29.72
2025-03-15,West,Accessories,EAST_DC,1,14.53
2025-03-15,East,Electronics,EAST_DC,20,2286.26
2025-03-15,East,Electronics,WEST_DC,3,356.39
2025-03-15,East,Electronics,CENTRAL_DC,4,477.47
2025-03-15,East,Home,EAST_DC,16,705.71
2025-03-15,East,Home,WEST_DC,1,47.0
2025-03-15,East,Home,CENTRAL_DC,3,136.98
2025-03-15,East,Apparel,EAST_DC,31,951.41
2025-03-15,East,Apparel,WEST_DC,5,150.19
2025-03-15,East,Apparel,CENTRAL_DC,3,94.03
2025-03-15,East,Accessories,EAST_DC,2,29.63
2025-03-15,East,Accessories,WEST_DC,1,14.79
2025-03-15,Central,Electronics,CENTRAL_DC,22,2650.08
2025-03-15,Central,Electronics,WEST_DC,6,744.84
2025-03-15,Central,Electronics,EAST_DC,4,449.01
2025-03-15,Central,Home,CENTRAL_DC,13,589.81
2025-03-15,Central,Home,WEST_DC,1,46.35
2025-03-15,Central,Home,EAST_DC,4,182.8
2025-03-15,Central,Apparel,CENTRAL_DC,16,501.54
2025-03-15,Central,Apparel,WEST_DC,4,120.1
2025-03-15,Central,Apparel,EAST_DC,2,61.91
2025-03-15,Central,Accessories,CENTRAL_DC,6,90.13
2025-03-15,Central,Accessories,WEST_DC,1,15.53
2025-03-15,Central,Accessories,EAST_DC,1,13.97
2025-03-16,West,Electronics,WEST_DC,21,2598.56
2025-03-16,West,Electronics,EAST_DC,6,717.08
2025-03-16,West,Electronics,CENTRAL_DC,4,492.61
2025-03-16,West,Home,WEST_DC,21,943.81
2025-03-16,West,Home,EAST_DC,1,43.59
2025-03-16,West,Home,CENTRAL_DC,1,42.73
2025-03-16,West,Apparel,WEST_DC,22,633.68
2025-03-16,West,Apparel,EAST_DC,4,122.05
2025-03-16,West,Apparel,CENTRAL_DC,4,123.71
2025-03-16,West,Accessories,EAST_DC,1,15.25
2025-03-16,East,Electronics,EAST_DC,25,2989.67
2025-03-16,East,Electronics,WEST_DC,4,482.8
2025-03-16,East,Electronics,CENTRAL_DC,2,231.76
2025-03-16,East,Home,EAST_DC,20,909.49
2025-03-16,East,Home,WEST_DC,2,89.85
2025-03-16,East,Home,CENTRAL_DC,3,137.09
2025-03-16,East,Apparel,EAST_DC,18,542.4
2025-03-16,East,Apparel,WEST_DC,3,89.49
2025-03-16,East,Apparel,CENTRAL_DC,6,177.71
2025-03-16,East,Accessories,EAST_DC,1,15.38
2025-03-16,East,Accessories,WEST_DC,1,14.59
2025-03-16,East,Accessories,CENTRAL_DC,1,15.41
2025-03-16,Central,Electronics,CENTRAL_DC,24,2917.58
2025-03-16,Central,Electronics,WEST_DC,4,473.6
2025-03-16,Central,Home,CENTRAL_DC,18,815.15
2025-03-16,Central,Home,WEST_DC,2,90.68
2025-03-16,Central,Home,EAST_DC,1,45.19
2025-03-16,Central,Apparel,CENTRAL_DC,22,660.42
2025-03-16,Central,Apparel,WEST_DC,1,30.7
2025-03-16,Central,Apparel,EAST_DC,3,91.79
2025-03-16,Central,Accessories,CENTRAL_DC,3,44.34
2025-03-17,West,Electronics,WEST_DC,44,5291.69
2025-03-17,West,Electronics,EAST_DC,6,715.89
2025-03-17,West,Electronics,CENTRAL_DC,5,606.09
2025-03-17,West,Home,WEST_DC,23,1057.05
2025-03-17,West,Home,EAST_DC,2,87.55
2025-03-17,West,Home,CENTRAL_DC,5,221.14
2025-03-17,West,Apparel,WEST_DC,22,656.27
2025-03-17,West,Apparel,EAST_DC,5,145.45
2025-03-17,West,Apparel,CENTRAL_DC,4,123.0
2025-03-17,West,Accessories,WEST_DC,3,45.05
2025-03-17,West,Accessories,EAST_DC,1,14.86
2025-03-17,West,Accessories,CENTRAL_DC,1,14.49
2025-03-17,East,Electronics,EAST_DC,25,2966.57
2025-03-17,East,Electronics,WEST_DC,7,837.86
2025-03-17,East,Electronics,CENTRAL_DC,3,350.55
2025-03-17,East,Home,EAST_DC,24,1083.7
2025-03-17,East,Home,WEST_DC,4,173.18
2025-03-17,East,Home,CENTRAL_DC,3,137.18
2025-03-17,East,Apparel,EAST_DC,29,852.31
2025-03-17,East,Apparel,WEST_DC,2,60.69
2025-03-17,East,Apparel,CENTRAL_DC,6,186.32
2025-03-17,East,Accessories,EAST_DC,4,55.78
2025-03-17,Central,Electronics,CENTRAL_DC,41,4846.01
2025-03-17,Central,Electronics,WEST_DC,2,233.02
2025-03-17,Central,Electronics,EAST_DC,2,236.59
2025-03-17,Central,Home,CENTRAL_DC,25,1100.72
2025-03-17,Central,Home,WEST_DC,2,93.76
2025-03-17,Central,Home,EAST_DC,7,305.16
2025-03-17,Central,Apparel,CENTRAL_DC,38,1154.4
2025-03-17,Central,Apparel,WEST_DC,1,29.51
2025-03-17,Central,Apparel,EAST_DC,4,122.22
2025-03-17,Central,Accessories,CENTRAL_DC,5,77.59
2025-03-17,Central,Accessories,WEST_DC,1,14.57
2025-03-17,Central,Accessories,EAST_DC,1,14.8
2025-03-18,West,Electronics,WEST_DC,44,5523.91
2025-03-18,West,Electronics,EAST_DC,7,824.72
2025-03-18,West,Electronics,CENTRAL_DC,4,495.14
2025-03-18,West,Home,WEST_DC,22,998.03
2025-03-18,West,Home,EAST_DC,3,134.09
2025-03-18,West,Home,CENTRAL_DC,3,134.01
2025-03-18,West,Apparel,WEST_DC,26,767.01
2025-03-18,West,Apparel,EAST_DC,4,119.57
2025-03-18,West,Apparel,CENTRAL_DC,5,149.8
2025-03-18,West,Accessories,EAST_DC,1,14.67
2025-03-18,East,Electronics,EAST_DC,38,4493.89
2025-03-18,East,Electronics,WEST_DC,7,839.6
2025-03-18,East,Electronics,CENTRAL_DC,5,578.13
2025-03-18,East,Home,EAST_DC,18,845.57
2025-03-18,East,Home,WEST_DC,5,230.61
2025-03-18,East,Home,CENTRAL_DC,1,46.78
2025-03-18,East,Apparel,EAST_DC,26,781.51
2025-03-18,East,Apparel,WEST_DC,6,193.47
2025-03-18,East,Apparel,CENTRAL_DC,5,148.36
2025-03-18,East,Accessories,EAST_DC,2,29.56
2025-03-18,Central,Electronics,CENTRAL_DC,26,3172.06
2025-03-18,Central,Electronics,WEST_DC,4,453.25
2025-03-18,Central,Electronics,EAST_DC,4,498.53
2025-03-18,Central,Home,CENTRAL_DC,17,716.26
2025-03-18,Central,Home,WEST_DC,6,270.46
2025-03-18,Central,Home,EAST_DC,5,226.35
2025-03-18,Central,Apparel,CENTRAL_DC,33,973.26
2025-03-18,Central,Apparel,WEST_DC,8,237.07
2025-03-18,Central,Apparel,EAST_DC,7,207.09
2025-03-18,Central,Accessories,CENTRAL_DC,1,15.21
2025-03-19,West,Electronics,WEST_DC,30,3505.38
2025-03-19,West,Electronics,EAST_DC,2,238.52
2025-03-19,West,Electronics,CENTRAL_DC,2,234.77
2025-03-19,West,Home,WEST_DC,22,966.45
2025-03-19,West,Home,EAST_DC,4,180.43
2025-03-19,West,Home,CENTRAL_DC,1,44.41
2025-03-19,West,Apparel,WEST_DC,43,1285.82
2025-03-19,West,Apparel,EAST_DC,5,146.65
2025-03-19,West,Accessories,WEST_DC,2,30.82
2025-03-19,East,Electronics,EAST_DC,22,2567.84
2025-03-19,East,Electronics,WEST_DC,10,1300.96
2025-03-19,East,Electronics,CENTRAL_DC,9,1071.15
2025-03-19,East,Home,EAST_DC,23,1063.68
2025-03-19,East,Home,WEST_DC,4,170.55
2025-03-19,East,Home,CENTRAL_DC,5,216.08
2025-03-19,East,Apparel,EAST_DC,24,716.78
2025-03-19,East,Apparel,WEST_DC,7,213.46
2025-03-19,East,Apparel,CENTRAL_DC,4,120.72
2025-03-19,East,Accessories,EAST_DC,6,90.3
2025-03-19,East,Accessories,CENTRAL_DC,3,43.99
2025-03-19,Central,Electronics,CENTRAL_DC,42,5071.92
2025-03-19,Central,Electronics,WEST_DC,5,622.45
2025-03-19,Central,Electronics,EAST_DC,3,372.24
2025-03-19,Central,Home,CENTRAL_DC,37,1738.41
2025-03-19,Central,Home,WEST_DC,4,176.89
2025-03-19,Central,Home,EAST_DC,1,44.13
2025-03-19,Central,Apparel,CENTRAL_DC,25,752.7
2025-03-19,Central,Apparel,WEST_DC,4,121.6
2025-03-19,Central,Apparel,EAST_DC,2,59.28
2025-03-19,Central,Accessories,CENTRAL_DC,5,75.41
2025-03-19,Central,Accessories,WEST_DC,1,13.93
2025-03-20,West,Electronics,WEST_DC,37,4387.75
2025-03-20,West,Electronics,EAST_DC,8,969.74
2025-03-20,West,Electronics,CENTRAL_DC,1,121.68
2025-03-20,West,Home,WEST_DC,18,779.34
2025-03-20,West,Home,EAST_DC,8,340.04
2025-03-20,West,Home,CENTRAL_DC,4,174.14
2025-03-20,West,Apparel,WEST_DC,22,678.54
2025-03-20,West,Apparel,EAST_DC,6,168.27
2025-03-20,West,Apparel,CENTRAL_DC,6,177.0
2025-03-20,West,Accessories,WEST_DC,2,29.28
2025-03-20,East,Electronics,EAST_DC,27,3255.39
2025-03-20,East,Electronics,WEST_DC,3,370.37
2025-03-20,East,Electronics,CENTRAL_DC,7,836.65
2025-03-20,East,Home,EAST_DC,22,1001.21
2025-03-20,East,Home,WEST_DC,3,136.75
2025-03-20,East,Home,CENTRAL_DC,4,182.57
2025-03-20,East,Apparel,EAST_DC,30,946.41
2025-03-20,East,Apparel,WEST_DC,2,59.43
2025-03-20,East,Apparel,CENTRAL_DC,2,58.82
2025-03-20,East,Accessories,EAST_DC,3,43.24
2025-03-20,Central,Electronics,CENTRAL_DC,25,2874.6
2025-03-20,Central,Electronics,WEST_DC,5,628.67
2025-03-20,Central,Electronics,EAST_DC,5,605.38
2025-03-20,Central,Home,CENTRAL_DC,25,1129.52
2025-03-20,Central,Home,WEST_DC,1,45.9
2025-03-20,Central,Home,EAST_DC,2,92.03
2025-03-20,Central,Apparel,CENTRAL_DC,36,1093.41
2025-03-20,Central,Apparel,WEST_DC,5,147.26
2025-03-20,Central,Apparel,EAST_DC,4,117.09
2025-03-20,Central,Accessories,CENTRAL_DC,5,76.02
2025-03-20,Central,Accessories,EAST_DC,1,14.99
2025-03-21,West,Electronics,WEST_DC,24,2973.79
2025-03-21,West,Electronics,EAST_DC,5,616.92
2025-03-21,West,Electronics,CENTRAL_DC,7,856.81
2025-03-21,West,Home,WEST_DC,17,737.8
2025-03-21,West,Home,EAST_DC,2,95.34
2025-03-21,West,Home,CENTRAL_DC,2,87.42
2025-03-21,West,Apparel,WEST_DC,30,899.63
2025-03-21,West,Apparel,EAST_DC,3,87.08
2025-03-21,West,Apparel,CENTRAL_DC,6,177.86
2025-03-21,West,Accessories,WEST_DC,4,59.97
2025-03-21,West,Accessories,CENTRAL_DC,2,29.93
2025-03-21,East,Electronics,EAST_DC,31,3868.07
2025-03-21,East,Electronics,WEST_DC,2,245.99
2025-03-21,East,Electronics,CENTRAL_DC,3,357.25
2025-03-21,East,Home,EAST_DC,10,454.16
2025-03-21,East,Home,WEST_DC,1,42.72
2025-03-21,East,Home,CENTRAL_DC,3,134.23
2025-03-21,East,Apparel,EAST_DC,28,885.26
2025-03-21,East,Apparel,WEST_DC,2,61.19
2025-03-21,East,Apparel,CENTRAL_DC,4,118.52
2025-03-21,East,Accessories,EAST_DC,4,59.75
2025-03-21,East,Accessories,CENTRAL_DC,1,14.15
2025-03-21,Central,Electronics,CENTRAL_DC,39,4602.85
2025-03-21,Central,Electronics,WEST_DC,1,116.01
2025-03-21,Central,Electronics,EAST_DC,5,592.56
2025-03-21,Central,Home,CENTRAL_DC,21,920.34
2025-03-21,Central,Home,WEST_DC,5,221.34
2025-03-21,Central,Home,EAST_DC,4,185.8
2025-03-21,Central,Apparel,CENTRAL_DC,25,777.76
2025-03-21,Central,Apparel,WEST_DC,4,123.73
2025-03-21,Central,Apparel,EAST_DC,2,58.91
2025-03-21,Central,Accessories,CENTRAL_DC,3,44.61
2025-03-21,Central,Accessories,WEST_DC,1,15.24
2025-03-22,West,Electronics,WEST_DC,23,2801.67
2025-03-22,West,Electronics,EAST_DC,2,241.85
2025-03-22,West,Electronics,CENTRAL_DC,1,117.17
2025-03-22,West,Home,WEST_DC,14,647.93
2025-03-22,West,Home,EAST_DC,1,44.18
2025-03-22,West,Home,CENTRAL_DC,4,186.37
2025-03-22,West,Apparel,WEST_DC,21,624.29
2025-03-22,West,Apparel,EAST_DC,3,90.25
2025-03-22,West,Apparel,CENTRAL_DC,6,177.79
2025-03-22,West,Accessories,WEST_DC,2,29.37
2025-03-22,West,Accessories,EAST_DC,1,14.67
2025-03-22,East,Electronics,EAST_DC,20,2305.92
2025-03-22,East,Electronics,WEST_DC,2,241.23
2025-03-22,East,Electronics,CENTRAL_DC,2,243.96
2025-03-22,East,Home,EAST_DC,15,705.51
2025-03-22,East,Home,WEST_DC,4,174.72
2025-03-22,East,Home,CENTRAL_DC,3,139.37
2025-03-22,East,Apparel,EAST_DC,21,591.32
2025-03-22,East,Apparel,WEST_DC,2,60.79
2025-03-22,East,Apparel,CENTRAL_DC,2,55.56
2025-03-22,East,Accessories,EAST_DC,1,15.08
2025-03-22,East,Accessories,CENTRAL_DC,1,14.09
2025-03-22,Central,Electronics,CENTRAL_DC,21,2479.05
2025-03-22,Central,Electronics,WEST_DC,4,452.12
2025-03-22,Central,Electronics,EAST_DC,1,120.48
2025-03-22,Central,Home,CENTRAL_DC,21,951.96
2025-03-22,Central,Home,WEST_DC,4,179.68
2025-03-22,Central,Apparel,CENTRAL_DC,19,551.04
2025-03-22,Central,Apparel,WEST_DC,5,161.48
2025-03-22,Central,Apparel,EAST_DC,5,145.15
2025-03-22,Central,Accessories,CENTRAL_DC,2,31.94
2025-03-22,Central,Accessories,WEST_DC,1,14.9
2025-03-23,West,Electronics,WEST_DC,21,2507.86
2025-03-23,West,Electronics,EAST_DC,7,829.74
2025-03-23,West,Electronics,CENTRAL_DC,1,124.22
2025-03-23,West,Home,WEST_DC,27,1267.58
2025-03-23,West,Home,EAST_DC,5,219.13
2025-03-23,West,Home,CENTRAL_DC,1,45.76
2025-03-23,West,Apparel,WEST_DC,20,577.31
2025-03-23,West,Apparel,EAST_DC,4,121.41
2025-03-23,West,Accessories,WEST_DC,1,14.56
2025-03-23,East,Electronics,EAST_DC,32,3857.72
2025-03-23,East,Electronics,CENTRAL_DC,2,251.43
2025-03-23,East,Home,EAST_DC,16,710.67
2025-03-23,East,Home,WEST_DC,4,191.17
2025-03-23,East,Apparel,EAST_DC,17,489.93
2025-03-23,East,Apparel,WEST_DC,5,155.65
2025-03-23,East,Apparel,CENTRAL_DC,4,120.99
2025-03-23,East,Accessories,EAST_DC,1,14.66
2025-03-23,Central,Electronics,CENTRAL_DC,16,1954.02
2025-03-23,Central,Electronics,WEST_DC,4,489.06
2025-03-23,Central,Electronics,EAST_DC,1,124.48
2025-03-23,Central,Home,CENTRAL_DC,16,742.2
2025-03-23,Central,Home,WEST_DC,5,217.57
2025-03-23,Central,Home,EAST_DC,2,87.19
2025-03-23,Central,Apparel,CENTRAL_DC,19,556.55
2025-03-23,Central,Apparel,WEST_DC,5,153.93
2025-03-23,Central,Apparel,EAST_DC,3,89.84
2025-03-23,Central,Accessories,CENTRAL_DC,2,30.64
2025-03-24,West,Electronics,WEST_DC,30,3691.98
2025-03-24,West,Electronics,EAST_DC,8,961.76
2025-03-24,West,Electronics,CENTRAL_DC,1,125.48
2025-03-24,West,Home,WEST_DC,18,798.34
2025-03-24,West,Home,EAST_DC,2,88.96
2025-03-24,West,Home,CENTRAL_DC,5,220.97
2025-03-24,West,Apparel,WEST_DC,30,955.05
2025-03-24,West,Apparel,EAST_DC,1,29.53
2025-03-24,West,Apparel,CENTRAL_DC,3,92.28
2025-03-24,West,Accessories,WEST_DC,2,30.54
2025-03-24,West,Accessories,EAST_DC,1,14.88
2025-03-24,West,Accessories,CENTRAL_DC,1,14.93
2025-03-24,East,Electronics,EAST_DC,39,4761.92
2025-03-24,East,Electronics,WEST_DC,3,384.51
2025-03-24,East,Electronics,CENTRAL_DC,5,599.64
2025-03-24,East,Home,EAST_DC,32,1440.63
2025-03-24,East,Home,WEST_DC,5,219.73
2025-03-24,East,Home,CENTRAL_DC,4,169.45
2025-03-24,East,Apparel,EAST_DC,26,767.34
2025-03-24,East,Apparel,WEST_DC,3,90.93
2025-03-24,East,Apparel,CENTRAL_DC,4,122.14
2025-03-24,East,Accessories,EAST_DC,4,61.08
2025-03-24,Central,Electronics,CENTRAL_DC,26,3117.92
2025-03-24,Central,Electronics,WEST_DC,5,605.72
2025-03-24,Central,Electronics,EAST_DC,4,474.31
2025-03-24,Central,Home,CENTRAL_DC,16,672.64
2025-03-24,Central,Home,WEST_DC,4,171.68
2025-03-24,Central,Home,EAST_DC,1,47.77
2025-03-24,Central,Apparel,CENTRAL_DC,24,702.28
2025-03-24,Central,Apparel,WEST_DC,3,94.3
2025-03-24,Central,Apparel,EAST_DC,3,90.2
2025-03-24,Central,Accessories,CENTRAL_DC,7,106.13
2025-03-24,Central,Accessories,WEST_DC,1,15.07
2025-03-24,Central,Accessories,EAST_DC,1,14.97
2025-03-25,West,Electronics,WEST_DC,33,4275.63
2025-03-25,West,Electronics,EAST_DC,9,1034.34
2025-03-25,West,Electronics,CENTRAL_DC,3,353.68
2025-03-25,West,Home,WEST_DC,21,954.46
2025-03-25,West,Home,EAST_DC,8,373.35
2025-03-25,West,Home,CENTRAL_DC,4,186.57
2025-03-25,West,Apparel,WEST_DC,26,775.64
2025-03-25,West,Apparel,EAST_DC,2,56.97
2025-03-25,West,Apparel,CENTRAL_DC,1,30.36
2025-03-25,West,Accessories,WEST_DC,7,103.45
2025-03-25,West,Accessories,CENTRAL_DC,1,14.58
2025-03-25,East,Electronics,EAST_DC,40,4875.87
2025-03-25,East,Electronics,WEST_DC,2,242.19
2025-03-25,East,Electronics,CENTRAL_DC,4,487.8
2025-03-25,East,Home,EAST_DC,21,952.84
2025-03-25,East,Home,WEST_DC,6,283.3
2025-03-25,East,Home,CENTRAL_DC,6,266.16
2025-03-25,East,Apparel,EAST_DC,31,849.17
2025-03-25,East,Apparel,WEST_DC,4,116.48
2025-03-25,East,Accessories,EAST_DC,3,44.57
2025-03-25,Central,Electronics,CENTRAL_DC,26,3081.8
2025-03-25,Central,Electronics,WEST_DC,2,233.13
2025-03-25,Central,Electronics,EAST_DC,4,498.39
2025-03-25,Central,Home,CENTRAL_DC,17,779.55
2025-03-25,Central,Home,WEST_DC,4,187.45
2025-03-25,Central,Apparel,CENTRAL_DC,33,964.2
2025-03-25,Central,Apparel,WEST_DC,5,149.73
2025-03-25,Central,Apparel,EAST_DC,1,31.27
2025-03-25,Central,Accessories,CENTRAL_DC,6,88.91
2025-03-25,Central,Accessories,EAST_DC,1,15.55
2025-03-26,West,Electronics,WEST_DC,30,3459.83
2025-03-26,West,Electronics,CENTRAL_DC,5,588.53
2025-03-26,West,Home,WEST_DC,25,1119.64
2025-03-26,West,Home,EAST_DC,5,216.84
2025-03-26,West,Home,CENTRAL_DC,3,140.42
2025-03-26,West,Apparel,WEST_DC,31,906.99
2025-03-26,West,Apparel,EAST_DC,4,119.6
2025-03-26,West,Apparel,CENTRAL_DC,5,153.31
2025-03-26,West,Accessories,WEST_DC,1,14.39
2025-03-26,West,Accessories,EAST_DC,1,15.34
2025-03-26,East,Electronics,EAST_DC,39,4583.43
2025-03-26,East,Electronics,WEST_DC,6,702.36
2025-03-26,East,Electronics,CENTRAL_DC,3,357.73
2025-03-26,East,Home,EAST_DC,15,688.69
2025-03-26,East,Home,WEST_DC,4,182.45
2025-03-26,East,Home,CENTRAL_DC,2,94.08
2025-03-26,East,Apparel,EAST_DC,23,687.48
2025-03-26,East,Apparel,WEST_DC,4,119.86
2025-03-26,East,Apparel,CENTRAL_DC,1,29.78
2025-03-26,East,Accessories,WEST_DC,1,15.49
2025-03-26,Central,Electronics,CENTRAL_DC,36,4385.72
2025-03-26,Central,Electronics,WEST_DC,4,477.14
2025-03-26,Central,Electronics,EAST_DC,1,117.93
2025-03-26,Central,Home,CENTRAL_DC,19,854.19
2025-03-26,Central,Home,WEST_DC,4,173.88
2025-03-26,Central,Home,EAST_DC,7,302.13
2025-03-26,Central,Apparel,CENTRAL_DC,26,791.35
2025-03-26,Central,Apparel,WEST_DC,4,115.54
2025-03-26,Central,Apparel,EAST_DC,4,117.54
2025-03-26,Central,Accessories,CENTRAL_DC,4,59.77
2025-03-27,West,Electronics,WEST_DC,32,3904.7
2025-03-27,West,Electronics,EAST_DC,3,353.97
2025-03-27,West,Electronics,CENTRAL_DC,4,495.93
2025-03-27,West,Home,WEST_DC,25,1137.42
2025-03-27,West,Home,EAST_DC,3,128.11
2025-03-27,West,Home,CENTRAL_DC,3,137.01
2025-03-27,West,Apparel,WEST_DC,33,962.79
2025-03-27,West,Apparel,EAST_DC,9,280.28
2025-03-27,West,Apparel,CENTRAL_DC,4,120.0
2025-03-27,West,Accessories,WEST_DC,5,73.61
2025-03-27,West,Accessories,EAST_DC,1,14.59
2025-03-27,East,Electronics,EAST_DC,32,3762.51
2025-03-27,East,Electronics,WEST_DC,4,481.51
2025-03-27,East,Electronics,CENTRAL_DC,1,121.63
2025-03-27,East,Home,EAST_DC,29,1288.31
2025-03-27,East,Home,WEST_DC,4,181.25
2025-03-27,East,Home,CENTRAL_DC,5,227.77
2025-03-27,East,Apparel,EAST_DC,31,934.25
2025-03-27,East,Apparel,WEST_DC,6,177.78
2025-03-27,East,Apparel,CENTRAL_DC,3,90.61
2025-03-27,East,Accessories,EAST_DC,4,59.05
2025-03-27,Central,Electronics,CENTRAL_DC,35,4004.19
2025-03-27,Central,Electronics,WEST_DC,5,604.55
2025-03-27,Central,Electronics,EAST_DC,3,359.51
2025-03-27,Central,Home,CENTRAL_DC,23,1024.38
2025-03-27,Central,Home,WEST_DC,2,91.8
2025-03-27,Central,Home,EAST_DC,3,136.95
2025-03-27,Central,Apparel,CENTRAL_DC,26,756.77
2025-03-27,Central,Apparel,WEST_DC,2,59.43
2025-03-27,Central,Apparel,EAST_DC,3,91.92
2025-03-27,Central,Accessories,CENTRAL_DC,7,109.93
2025-03-27,Central,Accessories,WEST_DC,1,14.81
2025-03-28,West,Electronics,WEST_DC,27,3348.09
2025-03-28,West,Electronics,EAST_DC,5,589.23
2025-03-28,West,Electronics,CENTRAL_DC,9,1098.35
2025-03-28,West,Home,WEST_DC,24,1063.57
2025-03-28,West,Home,EAST_DC,3,135.03
2025-03-28,West,Home,CENTRAL_DC,4,173.01
2025-03-28,West,Apparel,WEST_DC,30,912.95
2025-03-28,West,Apparel,EAST_DC,2,55.62
2025-03-28,West,Apparel,CENTRAL_DC,1,31.81
2025-03-28,West,Accessories,WEST_DC,7,102.56
2025-03-28,East,Electronics,EAST_DC,43,5357.44
2025-03-28,East,Electronics,WEST_DC,7,837.87
2025-03-28,East,Electronics,CENTRAL_DC,2,248.4
2025-03-28,East,Home,EAST_DC,22,942.38
2025-03-28,East,Home,WEST_DC,5,226.94
2025-03-28,East,Home,CENTRAL_DC,3,131.58
2025-03-28,East,Apparel,EAST_DC,28,820.92
2025-03-28,East,Apparel,WEST_DC,7,194.96
2025-03-28,East,Apparel,CENTRAL_DC,4,112.14
2025-03-28,East,Accessories,EAST_DC,6,87.36
2025-03-28,East,Accessories,WEST_DC,1,15.2
2025-03-28,East,Accessories,CENTRAL_DC,1,14.79
2025-03-28,Central,Electronics,CENTRAL_DC,25,2957.67
2025-03-28,Central,Electronics,WEST_DC,4,480.4
2025-03-28,Central,Electronics,EAST_DC,6,761.54
2025-03-28,Central,Home,CENTRAL_DC,22,999.85
2025-03-28,Central,Home,WEST_DC,3,135.75
2025-03-28,Central,Home,EAST_DC,3,141.34
2025-03-28,Central,Apparel,CENTRAL_DC,27,781.83
2025-03-28,Central,Apparel,WEST_DC,4,121.74
2025-03-28,Central,Apparel,EAST_DC,3,88.96
2025-03-28,Central,Accessories,CENTRAL_DC,2,30.57
2025-03-28,Central,Accessories,WEST_DC,1,15.08
2025-03-28,Central,Accessories,EAST_DC,1,15.33
2025-03-29,West,Electronics,WEST_DC,23,2817.15
2025-03-29,West,Electronics,EAST_DC,5,586.08
2025-03-29,West,Electronics,CENTRAL_DC,4,466.83
2025-03-29,West,Home,WEST_DC,23,1048.14
2025-03-29,West,Home,EAST_DC,4,181.56
2025-03-29,West,Home,CENTRAL_DC,5,222.48
2025-03-29,West,Apparel,WEST_DC,20,602.24
2025-03-29,West,Apparel,CENTRAL_DC,5,157.76
2025-03-29,West,Accessories,WEST_DC,1,14.5
2025-03-29,West,Accessories,CENTRAL_DC,3,46.32
2025-03-29,East,Electronics,EAST_DC,21,2573.58
2025-03-29,East,Electronics,WEST_DC,4,491.05
2025-03-29,East,Electronics,CENTRAL_DC,3,375.07
2025-03-29,East,Home,EAST_DC,14,610.54
2025-03-29,East,Home,WEST_DC,1,45.68
